#ELM_Instance_Download_Version: 1.4
#ELM_Instance_Download_Date: 2022-03-17 09:28:34.137269
#Origin: asimov
#Type: tsv
#NumInstances: 3934
"Accession"	"ELMType"	"ELMIdentifier"	"ProteinName"	"Primary_Acc"	"Accessions"	"Start"	"End"	"References"	"Methods"	"InstanceLogic"	"PDB"	"Organism"
"ELMI002655"	"LIG"	"LIG_EF_ALG2_ABM_1"	"ANXA7_HUMAN"	"P20073"	"P20073 Q5F2H3 Q5T0M6 Q5T0M7"	"4"	"12"	"12445460"	"far western blotting; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI002654"	"LIG"	"LIG_EF_ALG2_ABM_1"	"CHERP_HUMAN"	"Q8IWX8"	"Q8IWX8 O00302 Q4G0Y5 Q8WU30 Q99492"	"566"	"574"	"24078636 22437941"	"coimmunoprecipitation; far western blotting; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI002651"	"LIG"	"LIG_EF_ALG2_ABM_1"	"PDC6I_HUMAN"	"Q8WUM4"	"Q8WUM4 Q9BX86 Q9NUN0 Q9P2H2 Q9UKL5"	"802"	"810"	"14999017 10200558 18940611 19143629 9880530 23924735"	"alanine scanning; coimmunoprecipitation; confocal microscopy; far western blotting; glutathione s tranferase tag; mutation analysis; pull down; two hybrid; x-ray crystallography"	"true positive"	"2ZNE"	"Homo sapiens"
"ELMI002653"	"LIG"	"LIG_EF_ALG2_ABM_1"	"PLS3_HUMAN"	"Q9NRY6"	"Q9NRY6 A8K252 Q567U0 Q8NBW6 Q96F13"	"17"	"25"	"18256029"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI002659"	"LIG"	"LIG_EF_ALG2_ABM_1"	"SC31A_HUMAN"	"O94979"	"O94979 B4DIW6 B7ZKZ7 B7ZL00 H7C2W3 Q17RR5 Q5H9P6 Q5XG74 Q659G7 Q6ZU90 Q7LCX9 Q86TJ0 Q8IZH4 Q9P048 Q9P0A6 Q9UM05 Q9UM06"	"870"	"879"	"20834162 18256029 17196169 16957052"	"classical fluorescence spectroscopy; coimmunoprecipitation; far western blotting; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002657"	"LIG"	"LIG_EF_ALG2_ABM_1"	"SHSA5_HUMAN"	"Q8N114"	"Q8N114 B3KW99 Q69YY9 Q7Z433 Q8NHL9 Q96MW8 Q9BV58"	"190"	"200"	"17889823"	"coimmunoprecipitation; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002652"	"LIG"	"LIG_EF_ALG2_ABM_1"	"TS101_HUMAN"	"Q99816"	"Q99816 Q9BUM5"	"189"	"197"	"23924735 16004603"	"anti tag coimmunoprecipitation; coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI002658"	"LIG"	"LIG_EF_ALG2_ABM_1"	"VP37C_HUMAN"	"A5D8V6"	"A5D8V6 Q8N3K4"	"202"	"209"	"23924735 22437941"	"coimmunoprecipitation; far western blotting; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002662"	"LIG"	"LIG_EF_ALG2_ABM_2"	"CHERP_HUMAN"	"Q8IWX8"	"Q8IWX8 O00302 Q4G0Y5 Q8WU30 Q99492"	"614"	"619"	"24078636"	"coimmunoprecipitation; far western blotting; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI002661"	"LIG"	"LIG_EF_ALG2_ABM_2"	"PLS3_HUMAN"	"Q9NRY6"	"Q9NRY6 A8K252 Q567U0 Q8NBW6 Q96F13"	"45"	"49"	"18256029"	"anti tag coimmunoprecipitation; coimmunoprecipitation; far western blotting; mutation analysis; pull down; surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI002660"	"LIG"	"LIG_EF_ALG2_ABM_2"	"SC31A_HUMAN"	"O94979"	"O94979 B4DIW6 B7ZKZ7 B7ZL00 H7C2W3 Q17RR5 Q5H9P6 Q5XG74 Q659G7 Q6ZU90 Q7LCX9 Q86TJ0 Q8IZH4 Q9P048 Q9P0A6 Q9UM05 Q9UM06"	"839"	"843"	"20834162"	"far western blotting; mutation analysis"	"true positive"	""	"Homo sapiens"
"ELMI001122"	"LIG"	"LIG_EH_1"	"AGFG1_HUMAN"	"P52594"	"P52594 Q15277 Q4VAS0 Q4VAS1 Q4VAS3 Q53QT8 Q53R11"	"433"	"437"	"9303539"	"coimmunoprecipitation; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001123"	"LIG"	"LIG_EH_1"	"AGFG1_HUMAN"	"P52594"	"P52594 Q15277 Q4VAS0 Q4VAS1 Q4VAS3 Q53QT8 Q53R11"	"448"	"452"	"9446614"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001121"	"LIG"	"LIG_EH_1"	"AGFG1_HUMAN"	"P52594"	"P52594 Q15277 Q4VAS0 Q4VAS1 Q4VAS3 Q53QT8 Q53R11"	"539"	"543"	"9303539"	"coimmunoprecipitation; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001120"	"LIG"	"LIG_EH_1"	"AGFG1_HUMAN"	"P52594"	"P52594 Q15277 Q4VAS0 Q4VAS1 Q4VAS3 Q53QT8 Q53R11"	"558"	"562"	"9303539 11062555 9721102"	"classical fluorescence spectroscopy; coimmunoprecipitation; display technology; glutathione s tranferase tag; nuclear magnetic resonance; pull down; surface plasmon resonance"	"true positive"	"1FF1"	"Homo sapiens"
"ELMI001124"	"LIG"	"LIG_EH_1"	"AGFG1_MOUSE"	"Q8K2K6"	"Q8K2K6 O70448 Q8BQL5 Q8CDK9"	"557"	"561"	"10471276"	"nuclear magnetic resonance"	"true positive"	""	"Mus musculus"
"ELMI001125"	"LIG"	"LIG_EH_1"	"AGFG2_HUMAN"	"O95081"	"O95081 O75429 Q96AB9 Q96GL4"	"365"	"369"	"9303539"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001126"	"LIG"	"LIG_EH_1"	"AGFG2_HUMAN"	"O95081"	"O95081 O75429 Q96AB9 Q96GL4"	"380"	"384"	"9303539"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001127"	"LIG"	"LIG_EH_1"	"AGFG2_HUMAN"	"O95081"	"O95081 O75429 Q96AB9 Q96GL4"	"458"	"462"	"9303539"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001128"	"LIG"	"LIG_EH_1"	"AGFG2_HUMAN"	"O95081"	"O95081 O75429 Q96AB9 Q96GL4"	"477"	"481"	"9303539"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001186"	"LIG"	"LIG_EH_1"	"ALX1_CAEEL"	"P34552"	"P34552 Q7YXC7 Q8I114 Q8I115 Q94159"	"878"	"882"	"17997305"	"glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Caenorhabditis elegans"
"ELMI001190"	"LIG"	"LIG_EH_1"	"AP18A_YEAST"	"P38856"	"P38856 D3DLB0"	"336"	"340"	"9531549"	"coimmunoprecipitation"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001191"	"LIG"	"LIG_EH_1"	"AP18A_YEAST"	"P38856"	"P38856 D3DLB0"	"362"	"366"	"9531549"	"coimmunoprecipitation; glutathione s tranferase tag; pull down"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001192"	"LIG"	"LIG_EH_1"	"AP18A_YEAST"	"P38856"	"P38856 D3DLB0"	"456"	"460"	"9531549"	"coimmunoprecipitation; glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001193"	"LIG"	"LIG_EH_1"	"AP18A_YEAST"	"P38856"	"P38856 D3DLB0"	"479"	"483"	"9531549"	"coimmunoprecipitation; glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001194"	"LIG"	"LIG_EH_1"	"AP18A_YEAST"	"P38856"	"P38856 D3DLB0"	"502"	"506"	"9531549"	"coimmunoprecipitation; glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001195"	"LIG"	"LIG_EH_1"	"AP18B_YEAST"	"P53309"	"P53309 D6VV22"	"339"	"343"	"11940605"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001196"	"LIG"	"LIG_EH_1"	"AP18B_YEAST"	"P53309"	"P53309 D6VV22"	"372"	"376"	"11940605"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001197"	"LIG"	"LIG_EH_1"	"AP18B_YEAST"	"P53309"	"P53309 D6VV22"	"452"	"456"	"9531549"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001198"	"LIG"	"LIG_EH_1"	"AP18B_YEAST"	"P53309"	"P53309 D6VV22"	"473"	"477"	"9531549"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001199"	"LIG"	"LIG_EH_1"	"AP18B_YEAST"	"P53309"	"P53309 D6VV22"	"493"	"497"	"9531549"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001168"	"LIG"	"LIG_EH_1"	"EHBP1_HUMAN"	"Q8NDI1"	"Q8NDI1 O94977 Q53TG7 Q53TV6 Q580X2 Q6NX72 Q6PIT3 Q6QNV2 Q9NWI9"	"267"	"271"	"14676205"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001169"	"LIG"	"LIG_EH_1"	"EHBP1_HUMAN"	"Q8NDI1"	"Q8NDI1 O94977 Q53TG7 Q53TV6 Q580X2 Q6NX72 Q6PIT3 Q6QNV2 Q9NWI9"	"278"	"282"	"14676205"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001170"	"LIG"	"LIG_EH_1"	"EHBP1_HUMAN"	"Q8NDI1"	"Q8NDI1 O94977 Q53TG7 Q53TV6 Q580X2 Q6NX72 Q6PIT3 Q6QNV2 Q9NWI9"	"308"	"312"	"14676205"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001171"	"LIG"	"LIG_EH_1"	"EHBP1_HUMAN"	"Q8NDI1"	"Q8NDI1 O94977 Q53TG7 Q53TV6 Q580X2 Q6NX72 Q6PIT3 Q6QNV2 Q9NWI9"	"320"	"324"	"14676205"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001172"	"LIG"	"LIG_EH_1"	"EHBP1_HUMAN"	"Q8NDI1"	"Q8NDI1 O94977 Q53TG7 Q53TV6 Q580X2 Q6NX72 Q6PIT3 Q6QNV2 Q9NWI9"	"369"	"373"	"14676205"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001189"	"LIG"	"LIG_EH_1"	"EHD2_MOUSE"	"Q8BH64"	"Q8BH64 Q8BL28"	"125"	"129"	"17914359"	"isothermal titration calorimetry"	"true positive"	""	"Mus musculus"
"ELMI001200"	"LIG"	"LIG_EH_1"	"ENT1_YEAST"	"Q12518"	"Q12518 D6VRI8"	"305"	"309"	"12529323"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001201"	"LIG"	"LIG_EH_1"	"ENT1_YEAST"	"Q12518"	"Q12518 D6VRI8"	"406"	"410"	"12529323"	"glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001202"	"LIG"	"LIG_EH_1"	"ENT2_YEAST"	"Q05785"	"Q05785 D6VYK7"	"346"	"350"	"9531549"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001203"	"LIG"	"LIG_EH_1"	"ENT2_YEAST"	"Q05785"	"Q05785 D6VYK7"	"490"	"494"	"9531549"	"two hybrid"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001142"	"LIG"	"LIG_EH_1"	"EPN1_HUMAN"	"Q9Y6I3"	"Q9Y6I3 Q86ST3 Q9HA18"	"501"	"505"	"10557078"	"competition binding; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001143"	"LIG"	"LIG_EH_1"	"EPN1_HUMAN"	"Q9Y6I3"	"Q9Y6I3 Q86ST3 Q9HA18"	"517"	"521"	"10557078"	"competition binding; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001144"	"LIG"	"LIG_EH_1"	"EPN1_HUMAN"	"Q9Y6I3"	"Q9Y6I3 Q86ST3 Q9HA18"	"571"	"575"	"10557078"	"competition binding; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001139"	"LIG"	"LIG_EH_1"	"EPN1_MOUSE"	"Q80VP1"	"Q80VP1 O70446 Q6NX78"	"500"	"504"	"10064583"	"two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001140"	"LIG"	"LIG_EH_1"	"EPN1_MOUSE"	"Q80VP1"	"Q80VP1 O70446 Q6NX78"	"516"	"520"	"10064583"	"two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001141"	"LIG"	"LIG_EH_1"	"EPN1_MOUSE"	"Q80VP1"	"Q80VP1 O70446 Q6NX78"	"570"	"574"	"10064583"	"two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001136"	"LIG"	"LIG_EH_1"	"EPN1_RAT"	"O88339"	"O88339"	"500"	"504"	"9723620"	"classical fluorescence spectroscopy; coimmunoprecipitation; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001137"	"LIG"	"LIG_EH_1"	"EPN1_RAT"	"O88339"	"O88339"	"516"	"520"	"9723620"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001138"	"LIG"	"LIG_EH_1"	"EPN1_RAT"	"O88339"	"O88339"	"570"	"574"	"9723620"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001148"	"LIG"	"LIG_EH_1"	"EPN2_HUMAN"	"O95208"	"O95208 O95207 Q9H7Z2 Q9UPT7"	"536"	"540"	"10567358"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001149"	"LIG"	"LIG_EH_1"	"EPN2_HUMAN"	"O95208"	"O95208 O95207 Q9H7Z2 Q9UPT7"	"551"	"555"	"10567358"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001150"	"LIG"	"LIG_EH_1"	"EPN2_HUMAN"	"O95208"	"O95208 O95207 Q9H7Z2 Q9UPT7"	"636"	"640"	"10567358"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001145"	"LIG"	"LIG_EH_1"	"EPN2_MOUSE"	"Q8CHU3"	"Q8CHU3 O70447 Q5NCM4 Q8BZ85"	"493"	"497"	"10336464 10064583"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001146"	"LIG"	"LIG_EH_1"	"EPN2_MOUSE"	"Q8CHU3"	"Q8CHU3 O70447 Q5NCM4 Q8BZ85"	"507"	"511"	"10336464 10064583"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001147"	"LIG"	"LIG_EH_1"	"EPN2_MOUSE"	"Q8CHU3"	"Q8CHU3 O70447 Q5NCM4 Q8BZ85"	"590"	"594"	"10336464 10064583"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Mus musculus"
"ELMI001204"	"LIG"	"LIG_EH_1"	"INP51_YEAST"	"P40559"	"P40559 D6VVS9"	"931"	"935"	"15265867"	"coimmunoprecipitation"	"true positive"	""	"Saccharomyces cerevisiae"
"ELMI001134"	"LIG"	"LIG_EH_1"	"NUMB_DROME"	"P16554"	"P16554 B8A413 B8A419 Q8IPE9 Q961A6 Q9VLB8"	"538"	"542"	"15155807"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001132"	"LIG"	"LIG_EH_1"	"NUMB_HUMAN"	"P49757"	"P49757 B4E2B1 Q6NUQ7 Q86SY1 Q8WW73 Q9UBG1 Q9UEQ4 Q9UKE8 Q9UKE9 Q9UKF0 Q9UQJ4"	"636"	"640"	"9303539"	"coimmunoprecipitation; display technology; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001135"	"LIG"	"LIG_EH_1"	"NUMBL_HUMAN"	"Q9Y6R0"	"Q9Y6R0 Q7Z4J9"	"594"	"598"	"9303539"	"glutathione s tranferase tag; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001163"	"LIG"	"LIG_EH_1"	"PACN1_RAT"	"Q9Z0W5"	"Q9Z0W5"	"363"	"367"	"15930129"	"classical fluorescence spectroscopy; coimmunoprecipitation; glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI001164"	"LIG"	"LIG_EH_1"	"PACN1_RAT"	"Q9Z0W5"	"Q9Z0W5"	"375"	"379"	"15930129"	"classical fluorescence spectroscopy; coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI001165"	"LIG"	"LIG_EH_1"	"PACN2_RAT"	"Q9QY17"	"Q9QY17 Q9QY18 Q9QY19 Q9QY20"	"363"	"367"	"15930129"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001166"	"LIG"	"LIG_EH_1"	"PACN2_RAT"	"Q9QY17"	"Q9QY17 Q9QY18 Q9QY19 Q9QY20"	"406"	"410"	"15930129"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001167"	"LIG"	"LIG_EH_1"	"PACN2_RAT"	"Q9QY17"	"Q9QY17 Q9QY18 Q9QY19 Q9QY20"	"418"	"422"	"15930129"	"coimmunoprecipitation; far western blotting; glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001184"	"LIG"	"LIG_EH_1"	"PICAL_HUMAN"	"Q13492"	"Q13492 O60700 Q6GMQ6 Q86XZ9"	"436"	"440"	"12807910"	"surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001185"	"LIG"	"LIG_EH_1"	"PICAL_HUMAN"	"Q13492"	"Q13492 O60700 Q6GMQ6 Q86XZ9"	"638"	"642"	"12807910"	"surface plasmon resonance"	"true positive"	""	"Homo sapiens"
"ELMI001182"	"LIG"	"LIG_EH_1"	"PICA_RAT"	"O55012"	"O55012 O55011"	"429"	"433"	"15182197"	"classical fluorescence spectroscopy; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001183"	"LIG"	"LIG_EH_1"	"PICA_RAT"	"O55012"	"O55012 O55011"	"626"	"630"	"15182197"	"classical fluorescence spectroscopy; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001179"	"LIG"	"LIG_EH_1"	"Q3I768_HUMAN"	"Q3I768"	"Q3I768"	"322"	"326"	"16251358 12364336"	"classical fluorescence spectroscopy; coimmunoprecipitation; nuclear magnetic resonance; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001180"	"LIG"	"LIG_EH_1"	"Q3I768_HUMAN"	"Q3I768"	"Q3I768"	"405"	"409"	"16251358 12364336 11389591"	"classical fluorescence spectroscopy; coimmunoprecipitation; glutathione s tranferase tag; nuclear magnetic resonance; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001181"	"LIG"	"LIG_EH_1"	"Q3I768_HUMAN"	"Q3I768"	"Q3I768"	"459"	"463"	"12364336"	"nuclear magnetic resonance"	"true positive"	""	"Homo sapiens"
"ELMI001133"	"LIG"	"LIG_EH_1"	"Q3MUI1_RAT"	"Q3MUI1"	"Q3MUI1"	"577"	"581"	"15155807"	"coimmunoprecipitation; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001173"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"625"	"629"	"15020713"	"classical fluorescence spectroscopy; glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001174"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"661"	"665"	"15020713"	"classical fluorescence spectroscopy; glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001175"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"676"	"680"	"15020713"	"two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001176"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"687"	"691"	"15020713"	"two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001177"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"708"	"712"	"15020713"	"two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001178"	"LIG"	"LIG_EH_1"	"RBNS5_HUMAN"	"Q9H1K0"	"Q9H1K0 Q3KP30 Q59EY8 Q8NAQ1"	"717"	"721"	"15020713"	"two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI001160"	"LIG"	"LIG_EH_1"	"SCAM1_RAT"	"P56603"	"P56603"	"6"	"10"	"10777571"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI001161"	"LIG"	"LIG_EH_1"	"SCAM1_RAT"	"P56603"	"P56603"	"15"	"19"	"10777571"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI001162"	"LIG"	"LIG_EH_1"	"SCAM1_RAT"	"P56603"	"P56603"	"37"	"41"	"10777571"	"glutathione s tranferase tag; pull down; two hybrid"	"true positive"	""	"Rattus norvegicus"
"ELMI001187"	"LIG"	"LIG_EH_1"	"SNP29_RAT"	"Q9Z2P6"	"Q9Z2P6"	"8"	"12"	"15371016"	"coimmunoprecipitation; glutathione s tranferase tag; his tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001153"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"2"	"6"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001154"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"18"	"22"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001155"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"32"	"36"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001156"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"42"	"46"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001157"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"209"	"213"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001158"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"492"	"496"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001159"	"LIG"	"LIG_EH_1"	"STNB_DROME"	"Q24212"	"Q24212 Q7PLF4 Q9W5J3"	"672"	"676"	"15631619"	"far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Drosophila melanogaster"
"ELMI001151"	"LIG"	"LIG_EH_1"	"STON2_HUMAN"	"Q8WXE9"	"Q8WXE9 Q17R24 Q6NT47 Q96RI7 Q96RU6"	"312"	"316"	"18200045 11381094 14726597"	"coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down; two hybrid"	"true positive"	"2JXC"	"Homo sapiens"
"ELMI001152"	"LIG"	"LIG_EH_1"	"STON2_HUMAN"	"Q8WXE9"	"Q8WXE9 Q17R24 Q6NT47 Q96RI7 Q96RU6"	"328"	"332"	"18200045 11381094 14726597"	"coimmunoprecipitation; glutathione s tranferase tag; isothermal titration calorimetry; mutation analysis; nuclear magnetic resonance; pull down; two hybrid"	"true positive"	"2JXC"	"Homo sapiens"
"ELMI002578"	"LIG"	"LIG_EH_1"	"SYNJ1_HUMAN"	"O43426"	"O43426 O43425 O94984 Q4KMR1"	"1393"	"1397"	"10801423"	"glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002579"	"LIG"	"LIG_EH_1"	"SYNJ1_HUMAN"	"O43426"	"O43426 O43425 O94984 Q4KMR1"	"1403"	"1407"	"10801423"	"glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI002580"	"LIG"	"LIG_EH_1"	"SYNJ1_HUMAN"	"O43426"	"O43426 O43425 O94984 Q4KMR1"	"1414"	"1418"	"10801423"	"glutathione s tranferase tag; mutation analysis; pull down"	"true positive"	""	"Homo sapiens"
"ELMI001129"	"LIG"	"LIG_EH_1"	"SYNJ1_RAT"	"Q62910"	"Q62910 O89092 Q62911 Q810Z8"	"1400"	"1404"	"9535728 9428629"	"competition binding; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001130"	"LIG"	"LIG_EH_1"	"SYNJ1_RAT"	"Q62910"	"Q62910 O89092 Q62911 Q810Z8"	"1409"	"1413"	"9535728 9428629"	"competition binding; far western blotting; glutathione s tranferase tag; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001131"	"LIG"	"LIG_EH_1"	"SYNJ1_RAT"	"Q62910"	"Q62910 O89092 Q62911 Q810Z8"	"1420"	"1424"	"9535728 9428629 10757979"	"competition binding; far western blotting; glutathione s tranferase tag; nuclear magnetic resonance; pull down"	"true positive"	""	"Rattus norvegicus"
"ELMI001188"	"LIG"	"LIG_EH_1"	"TF65_HUMAN"	"Q04206"	"Q04206 Q6GTV1 Q6SLK1"	"138"	"142"	"15184881"	"two hybrid"	"true positive"	""	"Homo sapiens"
"ELMI000934"	"LIG"	"LIG_EH1_1"	"BOWEL_DROME"	"Q9VQU9"	"Q9VQU9 Q24219"	"735"	"743"	"16314497"	"mutation analysis; two hybrid"	"true positive"	""	"Drosophila melanogaster"
"ELMI000937"	"LIG"	"LIG_EH1_1"	"BRAC_HUMAN"	"O15178"	"O15178"	"14"	"22"	"16309560"	"sequence based prediction"	"true positive"	""	"Homo sapiens"
